artist,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year
Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),0.825,0.458,0,-7.47,1,0.0577,0.114,0.0,0.102,0.161,145.115,audio_features,3nS9a01VvXHQriLqJYwRqG,spotify:track:3nS9a01VvXHQriLqJYwRqG,https://api.spotify.com/v1/tracks/3nS9a01VvXHQriLqJYwRqG,https://api.spotify.com/v1/audio-analysis/3nS9a01VvXHQriLqJYwRqG,197760,4,2020
Ryan Hurd,Every Other Memory,0.633,0.732,0,-6.995,1,0.0351,0.000475,0.0,0.108,0.515,103.019,audio_features,3t2xlkvPsrcyia0eBaCZ53,spotify:track:3t2xlkvPsrcyia0eBaCZ53,https://api.spotify.com/v1/tracks/3t2xlkvPsrcyia0eBaCZ53,https://api.spotify.com/v1/audio-analysis/3t2xlkvPsrcyia0eBaCZ53,219193,4,2020
City Girls,Pussy Talk,0.943,0.641,1,-5.598,1,0.191,0.0016,0.0,0.211,0.242,99.099,audio_features,5EzL7hGT9g2Tvqsy158Lu9,spotify:track:5EzL7hGT9g2Tvqsy158Lu9,https://api.spotify.com/v1/tracks/5EzL7hGT9g2Tvqsy158Lu9,https://api.spotify.com/v1/audio-analysis/5EzL7hGT9g2Tvqsy158Lu9,218333,4,2020
A Boogie Wit da Hoodie,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",0.819,0.654,11,-6.665,0,0.136,0.517,0.0,0.0996,0.455,133.503,audio_features,733c1CWmIGymoQXdp7Us88,spotify:track:733c1CWmIGymoQXdp7Us88,https://api.spotify.com/v1/tracks/733c1CWmIGymoQXdp7Us88,https://api.spotify.com/v1/audio-analysis/733c1CWmIGymoQXdp7Us88,188563,4,2020
Jimmie Allen,This Is Us,0.552,0.871,9,-4.613,1,0.0348,0.136,0.0,0.0448,0.519,145.059,audio_features,1R7BdX107smGkRqd3cuTT3,spotify:track:1R7BdX107smGkRqd3cuTT3,https://api.spotify.com/v1/tracks/1R7BdX107smGkRqd3cuTT3,https://api.spotify.com/v1/audio-analysis/1R7BdX107smGkRqd3cuTT3,205827,4,2020
Tory Lanez,Broke In A Minute,0.929,0.7,0,-5.595,0,0.0906,0.144,0.0,0.349,0.802,120.009,audio_features,4xqIYGwwZTEem9U8A42SPF,spotify:track:4xqIYGwwZTEem9U8A42SPF,https://api.spotify.com/v1/tracks/4xqIYGwwZTEem9U8A42SPF,https://api.spotify.com/v1/audio-analysis/4xqIYGwwZTEem9U8A42SPF,132024,4,2020
Billy Currington,Seaside,0.599,0.832,6,-5.631,0,0.0348,0.00698,0.0,0.0514,0.509,99.981,audio_features,6uLhIbdIXQ4DGeOA8qFesw,spotify:track:6uLhIbdIXQ4DGeOA8qFesw,https://api.spotify.com/v1/tracks/6uLhIbdIXQ4DGeOA8qFesw,https://api.spotify.com/v1/audio-analysis/6uLhIbdIXQ4DGeOA8qFesw,180598,4,2020
Roddy Ricch,High Fashion (feat. Mustard),0.831,0.499,11,-8.442,0,0.114,0.269,0.0,0.3,0.511,97.956,audio_features,07KXEDMj78x68D884wgVEm,spotify:track:07KXEDMj78x68D884wgVEm,https://api.spotify.com/v1/tracks/07KXEDMj78x68D884wgVEm,https://api.spotify.com/v1/audio-analysis/07KXEDMj78x68D884wgVEm,220487,4,2020
Mitchell Tenpenny,Broken Up,0.578,0.869,2,-4.483,1,0.0355,0.0149,0.0,0.346,0.699,160.072,audio_features,1Jn0osXy1WcDyniHgs67jT,spotify:track:1Jn0osXy1WcDyniHgs67jT,https://api.spotify.com/v1/tracks/1Jn0osXy1WcDyniHgs67jT,https://api.spotify.com/v1/audio-analysis/1Jn0osXy1WcDyniHgs67jT,185023,4,2020
High Valley,Grew up on That,0.651,0.762,9,-6.084,1,0.0284,0.121,0.0,0.167,0.292,109.959,audio_features,1dwYdVvxMwMllDgwQuXMGs,spotify:track:1dwYdVvxMwMllDgwQuXMGs,https://api.spotify.com/v1/tracks/1dwYdVvxMwMllDgwQuXMGs,https://api.spotify.com/v1/audio-analysis/1dwYdVvxMwMllDgwQuXMGs,172067,4,2020
NLE Choppa,Famous Hoes,0.732,0.627,4,-5.693,0,0.161,0.346,0.0,0.261,0.332,81.481,audio_features,35Xf2ABjPzUXKz19akd7Jj,spotify:track:35Xf2ABjPzUXKz19akd7Jj,https://api.spotify.com/v1/tracks/35Xf2ABjPzUXKz19akd7Jj,https://api.spotify.com/v1/audio-analysis/35Xf2ABjPzUXKz19akd7Jj,135460,4,2020
Young Dolph,RNB (feat. Megan Thee Stallion),0.887,0.684,0,-6.36,1,0.267,0.0226,0.0,0.462,0.541,85.005,audio_features,0hng8bySwA3wbhPNeSg7Mo,spotify:track:0hng8bySwA3wbhPNeSg7Mo,https://api.spotify.com/v1/tracks/0hng8bySwA3wbhPNeSg7Mo,https://api.spotify.com/v1/audio-analysis/0hng8bySwA3wbhPNeSg7Mo,211213,4,2020
Money Man,24 (feat. Lil Baby),0.868,0.638,2,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,audio_features,0xUvi7wldroBzaZCengPa5,spotify:track:0xUvi7wldroBzaZCengPa5,https://api.spotify.com/v1/tracks/0xUvi7wldroBzaZCengPa5,https://api.spotify.com/v1/audio-analysis/0xUvi7wldroBzaZCengPa5,182857,4,2020
Migos,Need It,0.852,0.745,11,-3.667,0,0.171,0.0313,0.0,0.0824,0.897,148.007,audio_features,6mtjo5kIHKlboGE84lf1FJ,spotify:track:6mtjo5kIHKlboGE84lf1FJ,https://api.spotify.com/v1/tracks/6mtjo5kIHKlboGE84lf1FJ,https://api.spotify.com/v1/audio-analysis/6mtjo5kIHKlboGE84lf1FJ,195681,4,2020
Juice WRLD,Conversations,0.747,0.622,11,-5.825,1,0.0838,0.176,0.0,0.151,0.57,159.93,audio_features,4K06PO78fW4mnBVenxGNob,spotify:track:4K06PO78fW4mnBVenxGNob,https://api.spotify.com/v1/tracks/4K06PO78fW4mnBVenxGNob,https://api.spotify.com/v1/audio-analysis/4K06PO78fW4mnBVenxGNob,181661,4,2020
Sam Grow,Song About You,0.57,0.767,10,-4.287,1,0.0331,0.000895,1.18e-05,0.097,0.713,110.995,audio_features,5gRsliQqZLc4tv688SE3wB,spotify:track:5gRsliQqZLc4tv688SE3wB,https://api.spotify.com/v1/tracks/5gRsliQqZLc4tv688SE3wB,https://api.spotify.com/v1/audio-analysis/5gRsliQqZLc4tv688SE3wB,180891,4,2020
Future,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",0.79,0.566,5,-8.33,1,0.437,0.106,0.0,0.119,0.586,142.016,audio_features,4Qd0pa3JO76UEwhos9JmN0,spotify:track:4Qd0pa3JO76UEwhos9JmN0,https://api.spotify.com/v1/tracks/4Qd0pa3JO76UEwhos9JmN0,https://api.spotify.com/v1/audio-analysis/4Qd0pa3JO76UEwhos9JmN0,314761,4,2020
Lil Wayne,"I Do It (ft. Big Sean, Lil Baby)",0.804,0.528,1,-3.231,1,0.378,0.125,0.0,0.41,0.321,138.005,audio_features,1bRO28yzxgO3y3UmNR29TZ,spotify:track:1bRO28yzxgO3y3UmNR29TZ,https://api.spotify.com/v1/tracks/1bRO28yzxgO3y3UmNR29TZ,https://api.spotify.com/v1/audio-analysis/1bRO28yzxgO3y3UmNR29TZ,184440,4,2020
42 Dugg,Not A Rapper (feat. Lil Baby & Yo Gotti),0.888,0.715,8,-3.377,0,0.274,0.128,0.0,0.0898,0.557,120.106,audio_features,0qnHywpYq7D2SGMpuHEasL,spotify:track:0qnHywpYq7D2SGMpuHEasL,https://api.spotify.com/v1/tracks/0qnHywpYq7D2SGMpuHEasL,https://api.spotify.com/v1/audio-analysis/0qnHywpYq7D2SGMpuHEasL,107771,4,2020
Lady A,Champagne Night - From Songland,0.523,0.927,4,-2.796,1,0.0489,0.0272,5.98e-06,0.168,0.939,149.929,audio_features,48F2xnWq3LuzYWML327Z2r,spotify:track:48F2xnWq3LuzYWML327Z2r,https://api.spotify.com/v1/tracks/48F2xnWq3LuzYWML327Z2r,https://api.spotify.com/v1/audio-analysis/48F2xnWq3LuzYWML327Z2r,185070,4,2020
Yo Gotti,H.O.E. (Heaven On Earth),0.875,0.541,2,-6.388,0,0.365,0.0439,0.0,0.309,0.544,84.009,audio_features,70XG6tucbLPY4CbvdFKlH4,spotify:track:70XG6tucbLPY4CbvdFKlH4,https://api.spotify.com/v1/tracks/70XG6tucbLPY4CbvdFKlH4,https://api.spotify.com/v1/audio-analysis/70XG6tucbLPY4CbvdFKlH4,191436,4,2020
Adam Doleac,Neon Fools,0.555,0.536,7,-7.681,1,0.0709,0.158,0.0,0.182,0.465,169.638,audio_features,4eRclKjJzvw0xWG8XwstCT,spotify:track:4eRclKjJzvw0xWG8XwstCT,https://api.spotify.com/v1/tracks/4eRclKjJzvw0xWG8XwstCT,https://api.spotify.com/v1/audio-analysis/4eRclKjJzvw0xWG8XwstCT,195253,4,2020
Jhené Aiko,B.S. (feat. H.E.R.),0.617,0.525,8,-10.426,0,0.12,0.554,1.1e-06,0.135,0.377,135.781,audio_features,63wx9vdskaXbYxyDx4oJCZ,spotify:track:63wx9vdskaXbYxyDx4oJCZ,https://api.spotify.com/v1/tracks/63wx9vdskaXbYxyDx4oJCZ,https://api.spotify.com/v1/audio-analysis/63wx9vdskaXbYxyDx4oJCZ,212867,4,2020
YNW Melly,Suicidal (feat. Juice WRLD) - Remix,0.655,0.441,9,-5.245,0,0.0629,0.474,0.0,0.099,0.273,139.957,audio_features,4S2uhQE8L9V6p7rj7SiauJ,spotify:track:4S2uhQE8L9V6p7rj7SiauJ,https://api.spotify.com/v1/tracks/4S2uhQE8L9V6p7rj7SiauJ,https://api.spotify.com/v1/audio-analysis/4S2uhQE8L9V6p7rj7SiauJ,225857,4,2020
Key Glock,Dough,0.876,0.463,1,-6.607,1,0.289,0.00166,0.000492,0.109,0.32,162.951,audio_features,2rw5cbtHTyzy8iruujD28d,spotify:track:2rw5cbtHTyzy8iruujD28d,https://api.spotify.com/v1/tracks/2rw5cbtHTyzy8iruujD28d,https://api.spotify.com/v1/audio-analysis/2rw5cbtHTyzy8iruujD28d,198867,4,2020
HARDY,GIVE HEAVEN SOME HELL,0.639,0.843,11,-4.975,1,0.0362,0.0525,0.0,0.0854,0.528,126.047,audio_features,2bVeUlOC5JjTpkQXuUUoYm,spotify:track:2bVeUlOC5JjTpkQXuUUoYm,https://api.spotify.com/v1/tracks/2bVeUlOC5JjTpkQXuUUoYm,https://api.spotify.com/v1/audio-analysis/2bVeUlOC5JjTpkQXuUUoYm,217802,4,2020
Lil Yachty,Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),0.83,0.625,5,-3.678,1,0.0573,0.226,0.0,0.302,0.884,138.046,audio_features,0LEFmgIj8ABU7CelzGh5Bs,spotify:track:0LEFmgIj8ABU7CelzGh5Bs,https://api.spotify.com/v1/tracks/0LEFmgIj8ABU7CelzGh5Bs,https://api.spotify.com/v1/audio-analysis/0LEFmgIj8ABU7CelzGh5Bs,205636,4,2020
Stunna 4 Vegas,DO DAT (feat. DaBaby & Lil Baby),0.887,0.601,1,-6.301,1,0.434,0.0212,0.0,0.184,0.694,134.91,audio_features,6eluAsb2ONjZ6tXFp062LZ,spotify:track:6eluAsb2ONjZ6tXFp062LZ,https://api.spotify.com/v1/tracks/6eluAsb2ONjZ6tXFp062LZ,https://api.spotify.com/v1/audio-analysis/6eluAsb2ONjZ6tXFp062LZ,175653,3,2020
Kelsea Ballerini,hole in the bottle,0.478,0.873,4,-3.637,1,0.122,0.0486,0.0,0.374,0.739,104.365,audio_features,2yySWxfeRN2QRZnFMnYMQl,spotify:track:2yySWxfeRN2QRZnFMnYMQl,https://api.spotify.com/v1/tracks/2yySWxfeRN2QRZnFMnYMQl,https://api.spotify.com/v1/audio-analysis/2yySWxfeRN2QRZnFMnYMQl,155668,4,2020
NAV,Turks (with Gunna & ft. Travis Scott),0.894,0.618,7,-4.356,0,0.129,0.0808,0.0,0.558,0.379,119.1,audio_features,7IMwEtpAiJanqF6vQteZN2,spotify:track:7IMwEtpAiJanqF6vQteZN2,https://api.spotify.com/v1/tracks/7IMwEtpAiJanqF6vQteZN2,https://api.spotify.com/v1/audio-analysis/7IMwEtpAiJanqF6vQteZN2,161320,4,2020
Waterloo Revival,Something You Ain't Ever Had,0.488,0.781,9,-5.758,1,0.0446,0.0173,0.0,0.208,0.582,76.971,audio_features,24QBf1y8rRcyBgKjoUlIdn,spotify:track:24QBf1y8rRcyBgKjoUlIdn,https://api.spotify.com/v1/tracks/24QBf1y8rRcyBgKjoUlIdn,https://api.spotify.com/v1/audio-analysis/24QBf1y8rRcyBgKjoUlIdn,188002,4,2020
21 Savage,Runnin,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,audio_features,5SWnsxjhdcEDc7LJjq9UHk,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,https://api.spotify.com/v1/tracks/5SWnsxjhdcEDc7LJjq9UHk,https://api.spotify.com/v1/audio-analysis/5SWnsxjhdcEDc7LJjq9UHk,195906,4,2020
Zac Brown Band,The Man Who Loves You The Most,0.506,0.569,3,-6.761,1,0.0286,0.246,0.0,0.112,0.44,157.857,audio_features,58DvikiJcEjow3Skg80yxX,spotify:track:58DvikiJcEjow3Skg80yxX,https://api.spotify.com/v1/tracks/58DvikiJcEjow3Skg80yxX,https://api.spotify.com/v1/audio-analysis/58DvikiJcEjow3Skg80yxX,224287,4,2020
Quinn XCII,Coffee (feat. Marc E. Bassy),0.831,0.452,5,-5.111,0,0.047,0.0803,0.0,0.359,0.534,93.04,audio_features,4CxmynXhw78QefruycvxG8,spotify:track:4CxmynXhw78QefruycvxG8,https://api.spotify.com/v1/tracks/4CxmynXhw78QefruycvxG8,https://api.spotify.com/v1/audio-analysis/4CxmynXhw78QefruycvxG8,180053,4,2020
The Chicks,Gaslighter,0.681,0.728,2,-7.317,1,0.0513,0.00624,0.0,0.055,0.693,131.017,audio_features,4UN6sBmFTt2IqxN3IRqJT3,spotify:track:4UN6sBmFTt2IqxN3IRqJT3,https://api.spotify.com/v1/tracks/4UN6sBmFTt2IqxN3IRqJT3,https://api.spotify.com/v1/audio-analysis/4UN6sBmFTt2IqxN3IRqJT3,203467,4,2020
J. Cole,t h e . c l i m b . b a c k,0.61,0.569,10,-9.447,0,0.345,0.0398,0.0,0.337,0.287,81.409,audio_features,0FlfN5cbUUpIHCRH8X1M44,spotify:track:0FlfN5cbUUpIHCRH8X1M44,https://api.spotify.com/v1/tracks/0FlfN5cbUUpIHCRH8X1M44,https://api.spotify.com/v1/audio-analysis/0FlfN5cbUUpIHCRH8X1M44,304640,4,2020
DDG,Moonwalking in Calabasas (feat. Blueface) - Remix,0.928,0.341,11,-10.196,0,0.103,0.0614,0.0,0.162,0.745,129.966,audio_features,7o4gBbTM6UBLkOYPw9xMCz,spotify:track:7o4gBbTM6UBLkOYPw9xMCz,https://api.spotify.com/v1/tracks/7o4gBbTM6UBLkOYPw9xMCz,https://api.spotify.com/v1/audio-analysis/7o4gBbTM6UBLkOYPw9xMCz,170233,4,2020
Upchurch,"Hey Boy, Hey Girl",0.661,0.516,8,-11.207,1,0.0425,0.0013,0.0,0.0998,0.333,140.077,audio_features,47f6eZgviwSZciXGv2iWYg,spotify:track:47f6eZgviwSZciXGv2iWYg,https://api.spotify.com/v1/tracks/47f6eZgviwSZciXGv2iWYg,https://api.spotify.com/v1/audio-analysis/47f6eZgviwSZciXGv2iWYg,200786,4,2020
Lil Eazzyy,Onna Come Up,0.796,0.426,1,-13.207,1,0.285,0.356,2.73e-05,0.0941,0.649,150.043,audio_features,0e4A9Fak1nJ7RtBD8YpoEo,spotify:track:0e4A9Fak1nJ7RtBD8YpoEo,https://api.spotify.com/v1/tracks/0e4A9Fak1nJ7RtBD8YpoEo,https://api.spotify.com/v1/audio-analysis/0e4A9Fak1nJ7RtBD8YpoEo,128014,4,2020
Lil Skies,Havin My Way (feat. Lil Durk),0.802,0.737,6,-4.862,0,0.0757,0.275,0.0,0.113,0.712,127.013,audio_features,0oH0OIeKJSAT5bdFkbz20A,spotify:track:0oH0OIeKJSAT5bdFkbz20A,https://api.spotify.com/v1/tracks/0oH0OIeKJSAT5bdFkbz20A,https://api.spotify.com/v1/audio-analysis/0oH0OIeKJSAT5bdFkbz20A,211654,4,2020
Kylie Morgan,Break Things,0.638,0.74,8,-5.071,1,0.0314,0.0329,0.0,0.134,0.673,105.006,audio_features,45hbxz8xCxQfa9vmnV187v,spotify:track:45hbxz8xCxQfa9vmnV187v,https://api.spotify.com/v1/tracks/45hbxz8xCxQfa9vmnV187v,https://api.spotify.com/v1/audio-analysis/45hbxz8xCxQfa9vmnV187v,172785,4,2020
Nicki Minaj,Yikes,0.911,0.637,8,-8.381,1,0.447,0.0409,3.68e-05,0.238,0.66,149.996,audio_features,75dLEqanQTupF3dtP9exT5,spotify:track:75dLEqanQTupF3dtP9exT5,https://api.spotify.com/v1/tracks/75dLEqanQTupF3dtP9exT5,https://api.spotify.com/v1/audio-analysis/75dLEqanQTupF3dtP9exT5,156882,4,2020
Tyga,VACATION,0.821,0.61,1,-6.22,1,0.0959,0.0247,0.0,0.185,0.47,110.973,audio_features,6q2uIyLqASSpv2SIv2ehWK,spotify:track:6q2uIyLqASSpv2SIv2ehWK,https://api.spotify.com/v1/tracks/6q2uIyLqASSpv2SIv2ehWK,https://api.spotify.com/v1/audio-analysis/6q2uIyLqASSpv2SIv2ehWK,192936,4,2020
Pop Smoke,Dior (with Gunna) - Remix,0.73,0.816,7,-5.402,1,0.304,0.177,1.23e-05,0.415,0.803,142.054,audio_features,5R9k9x85lAYbamdUoKAJvj,spotify:track:5R9k9x85lAYbamdUoKAJvj,https://api.spotify.com/v1/tracks/5R9k9x85lAYbamdUoKAJvj,https://api.spotify.com/v1/audio-analysis/5R9k9x85lAYbamdUoKAJvj,230387,4,2020
Lewis Brice,It's You (I've Been Looking for),0.645,0.642,4,-7.709,1,0.0292,0.559,3.62e-05,0.326,0.65,145.989,audio_features,3CetlHFPPW1SF9mQB7fKti,spotify:track:3CetlHFPPW1SF9mQB7fKti,https://api.spotify.com/v1/tracks/3CetlHFPPW1SF9mQB7fKti,https://api.spotify.com/v1/audio-analysis/3CetlHFPPW1SF9mQB7fKti,186533,4,2020
Don Toliver,Cardigan,0.747,0.497,4,-6.542,0,0.0401,0.248,0.0,0.138,0.0663,142.046,audio_features,0Li1OuXXfi7950ilZUFGkF,spotify:track:0Li1OuXXfi7950ilZUFGkF,https://api.spotify.com/v1/tracks/0Li1OuXXfi7950ilZUFGkF,https://api.spotify.com/v1/audio-analysis/0Li1OuXXfi7950ilZUFGkF,158709,4,2020
Trippie Redd,Excitement (feat. PARTYNEXTDOOR),0.443,0.536,4,-8.187,0,0.0378,0.0194,4.24e-05,0.1,0.0391,121.967,audio_features,7FullO2NDkyvxLuxYVKINa,spotify:track:7FullO2NDkyvxLuxYVKINa,https://api.spotify.com/v1/tracks/7FullO2NDkyvxLuxYVKINa,https://api.spotify.com/v1/audio-analysis/7FullO2NDkyvxLuxYVKINa,283285,4,2020
Carly Pearce,Next Girl,0.583,0.867,11,-4.17,1,0.0637,0.143,0.0,0.0863,0.962,160.096,audio_features,4QpWhd7l2NrmGmfw4qGlpa,spotify:track:4QpWhd7l2NrmGmfw4qGlpa,https://api.spotify.com/v1/tracks/4QpWhd7l2NrmGmfw4qGlpa,https://api.spotify.com/v1/audio-analysis/4QpWhd7l2NrmGmfw4qGlpa,164678,4,2020
Eric Church,Hell Of A View,0.689,0.582,5,-6.778,1,0.0236,0.119,0.00464,0.101,0.883,99.021,audio_features,1kBx9VGumfuvlfqdlAGorE,spotify:track:1kBx9VGumfuvlfqdlAGorE,https://api.spotify.com/v1/tracks/1kBx9VGumfuvlfqdlAGorE,https://api.spotify.com/v1/audio-analysis/1kBx9VGumfuvlfqdlAGorE,175280,4,2020
Internet Money,Blastoff (feat. Juice Wrld & Trippie Redd),0.761,0.517,5,-6.916,1,0.0927,0.114,0.0,0.157,0.46,147.912,audio_features,7dH9TPjTWQ60wOJkmYay8a,spotify:track:7dH9TPjTWQ60wOJkmYay8a,https://api.spotify.com/v1/tracks/7dH9TPjTWQ60wOJkmYay8a,https://api.spotify.com/v1/audio-analysis/7dH9TPjTWQ60wOJkmYay8a,174730,4,2020
Olivia O'Brien,Josslyn,0.425,0.743,11,-5.54,0,0.148,0.012,0.0,0.709,0.344,84.748,audio_features,37ZKB38iNyKJ0xYEz9SJgk,spotify:track:37ZKB38iNyKJ0xYEz9SJgk,https://api.spotify.com/v1/tracks/37ZKB38iNyKJ0xYEz9SJgk,https://api.spotify.com/v1/audio-analysis/37ZKB38iNyKJ0xYEz9SJgk,189125,4,2020
Kid Cudi,Tequila Shots,0.712,0.556,5,-7.214,0,0.0531,0.084,5.04e-05,0.527,0.22,90.494,audio_features,30KctD1WsHKTIYczXjip5a,spotify:track:30KctD1WsHKTIYczXjip5a,https://api.spotify.com/v1/tracks/30KctD1WsHKTIYczXjip5a,https://api.spotify.com/v1/audio-analysis/30KctD1WsHKTIYczXjip5a,193293,4,2020
Gryffin,Hold You Tonight (with Chris Lane),0.467,0.795,11,-3.6,1,0.0687,0.102,0.0,0.264,0.472,163.837,audio_features,58jecLK0epwMLr9cy5vFUy,spotify:track:58jecLK0epwMLr9cy5vFUy,https://api.spotify.com/v1/tracks/58jecLK0epwMLr9cy5vFUy,https://api.spotify.com/v1/audio-analysis/58jecLK0epwMLr9cy5vFUy,219354,4,2020
Jack Harlow,Tyler Herro,0.792,0.793,5,-6.185,0,0.0841,0.0872,0.0,0.22,0.775,123.031,audio_features,3w1WjD2zJqjBjDz5fwqQPJ,spotify:track:3w1WjD2zJqjBjDz5fwqQPJ,https://api.spotify.com/v1/tracks/3w1WjD2zJqjBjDz5fwqQPJ,https://api.spotify.com/v1/audio-analysis/3w1WjD2zJqjBjDz5fwqQPJ,156578,4,2020
Lindsay Ell,wAnt me back,0.54,0.695,4,-4.16,1,0.0656,0.167,6.24e-05,0.11,0.667,156.133,audio_features,04FTCJKkMcFkTdGR7qC1Tm,spotify:track:04FTCJKkMcFkTdGR7qC1Tm,https://api.spotify.com/v1/tracks/04FTCJKkMcFkTdGR7qC1Tm,https://api.spotify.com/v1/audio-analysis/04FTCJKkMcFkTdGR7qC1Tm,193040,4,2020
YG,FTP,0.803,0.504,9,-8.738,1,0.211,0.0162,4.76e-05,0.408,0.405,99.956,audio_features,23H42Mm5VsW2Z3BTza5Hbb,spotify:track:23H42Mm5VsW2Z3BTza5Hbb,https://api.spotify.com/v1/tracks/23H42Mm5VsW2Z3BTza5Hbb,https://api.spotify.com/v1/audio-analysis/23H42Mm5VsW2Z3BTza5Hbb,160893,4,2020
Mac Miller,Blue World,0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931,audio_features,2hwOoMtWPtTSSn6WHV7Vp5,spotify:track:2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/tracks/2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/audio-analysis/2hwOoMtWPtTSSn6WHV7Vp5,209440,4,2020
Gabby Barrett,I Hope (feat. Charlie Puth),0.563,0.576,6,-6.495,1,0.0401,0.171,0.0,0.158,0.412,75.019,audio_features,5cYFwgA5dHoqR3xGnlr9ew,spotify:track:5cYFwgA5dHoqR3xGnlr9ew,https://api.spotify.com/v1/tracks/5cYFwgA5dHoqR3xGnlr9ew,https://api.spotify.com/v1/audio-analysis/5cYFwgA5dHoqR3xGnlr9ew,211605,4,2020
Brad Paisley,No I in Beer,0.498,0.901,9,-4.372,1,0.0459,0.00626,9.46e-06,0.337,0.809,83.999,audio_features,5UMjPT47GpOwkUo6e99R3s,spotify:track:5UMjPT47GpOwkUo6e99R3s,https://api.spotify.com/v1/tracks/5UMjPT47GpOwkUo6e99R3s,https://api.spotify.com/v1/audio-analysis/5UMjPT47GpOwkUo6e99R3s,216489,4,2020
$NOT,Moon & Stars (feat. Maggie Lindemann),0.713,0.47,9,-8.698,1,0.0864,0.606,1.35e-05,0.306,0.0825,84.518,audio_features,3oGbHF3Kdwf3AsRCbBjUxu,spotify:track:3oGbHF3Kdwf3AsRCbBjUxu,https://api.spotify.com/v1/tracks/3oGbHF3Kdwf3AsRCbBjUxu,https://api.spotify.com/v1/audio-analysis/3oGbHF3Kdwf3AsRCbBjUxu,187587,4,2020
Brent Faiyaz,Clouded,0.583,0.344,2,-8.765,1,0.0559,0.774,0.0,0.143,0.581,65.203,audio_features,2J6OF7CkpdQGSfm1wdclqn,spotify:track:2J6OF7CkpdQGSfm1wdclqn,https://api.spotify.com/v1/tracks/2J6OF7CkpdQGSfm1wdclqn,https://api.spotify.com/v1/audio-analysis/2J6OF7CkpdQGSfm1wdclqn,110129,3,2020
Little Big Town,"Wine, Beer, Whiskey",0.727,0.914,7,-5.85,1,0.0743,0.617,0.0,0.596,0.784,106.021,audio_features,5avVDmK9FVJpd3MDO8I3Zl,spotify:track:5avVDmK9FVJpd3MDO8I3Zl,https://api.spotify.com/v1/tracks/5avVDmK9FVJpd3MDO8I3Zl,https://api.spotify.com/v1/audio-analysis/5avVDmK9FVJpd3MDO8I3Zl,196160,4,2020
Kameron Marlowe,Burn 'Em All,0.632,0.886,11,-3.986,0,0.054,0.115,0.0,0.136,0.637,114.951,audio_features,2UBvtKeetnXn6lMnsBUrZz,spotify:track:2UBvtKeetnXn6lMnsBUrZz,https://api.spotify.com/v1/tracks/2UBvtKeetnXn6lMnsBUrZz,https://api.spotify.com/v1/audio-analysis/2UBvtKeetnXn6lMnsBUrZz,185306,4,2020
Rich The Kid,Money Talk (feat. YoungBoy Never Broke Again),0.801,0.635,10,-6.324,0,0.243,0.0294,0.0,0.145,0.63,154.997,audio_features,6LPyrK9k9oJquPBaH2I2Hu,spotify:track:6LPyrK9k9oJquPBaH2I2Hu,https://api.spotify.com/v1/tracks/6LPyrK9k9oJquPBaH2I2Hu,https://api.spotify.com/v1/audio-analysis/6LPyrK9k9oJquPBaH2I2Hu,175413,4,2020
YoungBoy Never Broke Again,Slime Belief,0.748,0.578,9,-5.72,1,0.194,0.257,0.0,0.13,0.166,140.016,audio_features,2qGfZAgDe1pV2y5xJAhi6R,spotify:track:2qGfZAgDe1pV2y5xJAhi6R,https://api.spotify.com/v1/tracks/2qGfZAgDe1pV2y5xJAhi6R,https://api.spotify.com/v1/audio-analysis/2qGfZAgDe1pV2y5xJAhi6R,192606,4,2019
Blake Shelton,God's Country,0.536,0.754,10,-5.102,1,0.0399,0.0597,4.92e-06,0.118,0.212,139.988,audio_features,4TCeFZNjGNQIpCuZmJkkE2,spotify:track:4TCeFZNjGNQIpCuZmJkkE2,https://api.spotify.com/v1/tracks/4TCeFZNjGNQIpCuZmJkkE2,https://api.spotify.com/v1/audio-analysis/4TCeFZNjGNQIpCuZmJkkE2,204800,4,2019
Old Dominion,One Man Band,0.706,0.358,6,-8.331,1,0.0348,0.677,0.0,0.107,0.478,75.991,audio_features,08dFHFTx6r67MTsYn5ilDR,spotify:track:08dFHFTx6r67MTsYn5ilDR,https://api.spotify.com/v1/tracks/08dFHFTx6r67MTsYn5ilDR,https://api.spotify.com/v1/audio-analysis/08dFHFTx6r67MTsYn5ilDR,186240,4,2019
